epoch;loss;val_loss
0;119.7777506635953;79.82045943316291
1;65.68054648959777;46.593110791374656
2;41.674833535518566;30.34494800567627
3;31.679190286551616;25.037876667695887
4;26.572748409403054;22.134444365781896
5;23.578059656613732;19.94807387520285
6;21.40024822448811;18.523795312993666
7;20.0252172759994;17.871721161113065
8;18.602925232173572;17.3663659881143
9;17.735257840214032;16.734285085341508
0;16.866558694330397;15.055977386586806
1;16.11380508996742;14.187214231491089
2;15.626523071747124;14.014887189865112
3;15.153215026680302;14.238867972878849
4;14.560930515920345;13.45161468000973
5;14.248504856316753;13.142103475682875
6;13.823111538278866;12.954800358940574
7;13.687870756299716;12.799226079267614
8;13.169858701329543;12.029018853692447
9;12.983432515071764;12.566750181422513
0;12.736737026575444;12.16694201441372
1;12.532341601503468;12.360879317451927
2;12.146840661254382;12.163280794199775
3;11.886991147345784;12.169244704527014
4;11.677419225598378;12.062321308079888
5;11.783851311847545;11.937014626054204
6;11.489498250534554;11.429779425789329
7;11.29339139035369;11.645043903238633
0;11.622797508817797;11.41652352809906
1;11.320661564670301;12.125625076013453
2;11.202660170204672;12.175482863538406
3;10.886797799430202;12.268126462487613
4;10.951485857735298;11.74016390688279
5;10.809835275926568;12.173041429239161
6;10.660166787575696;11.982201528549194
7;10.48391629507971;11.897854824627148
8;10.502622844294036;11.950414552408105
9;10.383684191771126;11.748698220533484
10;10.294246421288902;11.444610003864064
11;10.107894029426815;11.479529278418598
12;10.102139831670403;11.427445414487053
13;9.911724428593558;11.34834662325242
14;9.90457082541935;11.39863899455351
15;9.879986915340956;11.417957193711224
16;9.669516926722636;10.99422636312597
17;9.677608706157143;10.849232370713178
18;9.528949259890576;10.926116340300617
19;9.475255865191855;11.29263958089492
20;9.435053163658067;11.091513790803797
21;9.348196044114356;11.147696313437294
22;9.253762681836472;11.395511066212373
23;9.345545979978132;10.815670524625217
24;9.088455205888238;10.595161927447599
25;9.129184247760161;10.698485349907594
26;9.083133513830845;10.969108359252706
27;9.140398928224391;10.737897477430456
28;9.084355518363836;10.722532697284922
29;9.027830000737138;10.856873797669131
30;8.918146109008964;10.79722149512347
31;8.865697373233752;10.838270752570208
32;8.798248783617804;11.172329372518202
33;8.79392310971166;10.669329713372623
34;8.848095872785095;10.933263809540692
35;8.685204618903064;10.991331028938294
36;8.636971294585688;10.434048189135158
37;8.594099839674374;11.178735033203575
38;8.664249473099265;11.017986612460193
39;8.501015196956677;11.15111721683951
40;8.497492866474511;11.01312096118927
41;8.573609924989704;10.842176326583413
42;8.38826467133926;10.886626380331377
43;8.407969044292443;10.792513200114755
44;8.347573238677594;11.03488874575671
45;8.276790957543376;10.959664309726042
46;8.255064852680272;10.773666102745954
47;8.274427017926376;10.938452541126924
48;8.422389055253609;10.65687753312728
49;8.309702237182528;10.652891976693097
50;8.280722779803977;10.416352259411532
51;8.178867425536497;10.279581305559944
52;8.180629218956206;10.619481626678915
53;8.165687842068559;10.52550082767711
54;8.095206896947564;10.769359264654272
55;8.086865141421587;10.600032500659719
56;8.106039589765958;10.711360027509578
57;7.98303114873864;10.535388275455025
58;8.07578206382544;10.488308138005873
59;8.03364861248254;10.449133788838106
60;8.051990520638011;10.494437341129078
61;7.99641010383831;10.633059798969942
62;7.992866830921053;10.57962098752751
63;8.006953681655242;10.80170568858876
64;7.865383724875653;10.434932597945718
65;7.8459097026697515;10.599395593474894
66;7.908469861006164;10.322677539376652
67;7.0508115907690305;9.85796104178709
68;6.660343564373661;9.479069340229035
69;6.543151035715006;9.448526245706221
70;6.311764582168794;9.680868094107684
71;6.218396006105634;9.639526734632604
72;6.159815154739615;9.51524819275912
73;6.135858419006912;9.529026556716246
74;6.05474254469444;9.597453916072846
75;5.975849507774911;9.34016581843881
76;5.870287348298716;9.541317426457125
77;5.78118178313751;9.659788813310511
78;5.909773742272678;9.564634709147846
79;5.74439670497385;9.438636210385491
80;5.716503922091657;9.505521022572237
81;5.656860980822235;9.421339062031578
82;5.691160719480352;9.52727218726102
83;5.648721147330753;9.472886614238515
84;5.729018722085752;9.175916515378391
85;5.5732536966772495;8.865369106741513
86;5.650169445198119;9.371816564307494
87;5.578420507498689;9.351370279929217
88;5.569763997134543;9.376471559440388
89;5.528330295959826;9.352776500056772
90;5.50941991209368;9.568861483826357
91;5.469480493971625;9.429823083036085
92;5.473353072403904;9.625485824837405
93;5.483019799045382;9.556675220237059
94;5.420966318972608;9.485950884398292
95;5.340350242039323;9.398457497708938
96;5.302898344237089;9.301155854673947
97;5.32741662468186;9.438080480519464
98;5.43100599015899;9.327974015824935
99;5.298842363469213;9.502716723610373
100;5.234204254198562;9.478673072422252
101;5.17998934479097;9.300087233851938
102;5.196055653475412;9.114561639112585
103;5.104170464057077;9.335531088183908
104;5.018229022856462;9.447231106898364
105;5.122968463971056;9.408536665579852
0;127.70933457480658;88.67043367273668
1;70.38646027240178;46.272228824391085
2;42.55186416837053;33.66494941711426
3;32.18391994887523;25.89610419553869
4;27.171962382010374;22.76856615403119
5;24.042983652871808;21.400034932529223
6;21.71010445119757;19.75166857102338
7;20.22450534326586;18.52508269478293
8;18.887288956811297;16.966453212850233
9;17.87059078834016;16.514815473556517
10;17.108716636283734;16.222024322958553
11;16.399930366404007;15.956314900342155
12;15.854406225107907;15.240666148241829
13;15.260830503752114;15.005230379104614
14;14.857256139026774;14.56115467408124
15;14.419648011835664;13.971168038424324
16;14.072540051216455;13.92937034999623
17;13.829769075293175;13.427101954291848
18;13.383047194202272;13.365105031518375
19;13.05363943595698;13.299376210044413
20;12.80099916594979;12.990229045643526
21;12.58565118476781;12.881950413479524
22;12.332290857151063;12.919946620043586
23;12.214023446888946;12.739356181200813
24;11.807237028624021;12.275014585607192
25;11.66136463314394;12.75796767543344
26;11.574386025526099;12.308319784613216
27;11.455842847980652;12.250147551648757
28;11.270637952697056;12.169082736968994
29;11.132023858772245;12.034710731225855
30;10.988675061001349;12.305142664909363
31;10.812849154881256;11.968508741434883
32;10.668722234928927;11.657056434014264
33;10.578580221452691;11.582798339338863
34;10.774967491387253;11.965058823192821
35;10.374752588242535;11.762740993499756
36;10.449755111828338;10.995966940767625
37;10.2332859077077;11.720704443314496
38;10.13172983638784;11.606585940192728
39;10.078132327943237;11.45776630710153
40;9.921434412373697;11.730664331772749
41;9.879294385566268;11.590529741960413
42;9.788759407363793;11.18227783090928
43;9.803844029095181;11.445978783158695
44;9.60915315970941;11.178857703769909
45;9.678631456666556;11.004503515187432
46;9.572689992116192;11.251340070892782
47;9.468609598580409;11.510799497716567
48;9.390364869592549;11.132456583135268
49;9.28808453342778;11.210429322018342
50;9.45357647950443;10.913478785402635
51;9.280467407860229;10.772370525668649
52;9.23043409300896;11.289389809440165
